#link,coreId1,coreId2,cluster1,cluster2,linkType,eucDist,lcDist,eucAdj,cwdAdj,lcpLength,cwdToEucRatio,cwdToPathRatio
51.0,1128.0,1511.0,-1.0,-1.0,1.0,3525.0,9203.76269531,1.0,1.0,4418.0,2.61,2.08
52.0,1143.0,1172.0,-1.0,-1.0,1.0,6810.0,17992.4667969,1.0,1.0,7313.0,2.64,2.46
53.0,1143.0,1285.0,-1.0,-1.0,1.0,1070.0,2540.42700195,1.0,1.0,1155.0,2.37,2.2
54.0,1143.0,1583.0,-1.0,-1.0,-15.0,8009.0,18927.0136719,1.0,1.0,8680.0,2.36,2.18
55.0,1143.0,1939.0,-1.0,-1.0,-15.0,24636.0,63577.1953125,1.0,1.0,27547.0,2.58,2.31
56.0,1162.0,1172.0,-1.0,-1.0,1.0,6921.0,17022.890625,1.0,1.0,7387.0,2.46,2.3
57.0,1162.0,1358.0,-1.0,-1.0,1.0,1551.0,3349.9855957,1.0,1.0,1869.0,2.16,1.79
58.0,1162.0,1424.0,-1.0,-1.0,1.0,3270.0,7771.95605469,1.0,1.0,3824.0,2.38,2.03
59.0,1172.0,1285.0,-1.0,-1.0,1.0,2443.0,11572.0234375,1.0,1.0,4584.0,4.74,2.52
60.0,1172.0,1424.0,-1.0,-1.0,1.0,6663.0,16339.5117188,1.0,1.0,7093.0,2.45,2.3
61.0,1172.0,1583.0,-1.0,-1.0,1.0,11561.0,28796.6894531,1.0,1.0,12642.0,2.49,2.28
62.0,1172.0,1906.0,-1.0,-1.0,1.0,16055.0,35602.0976562,1.0,1.0,17561.0,2.22,2.03
63.0,1232.0,1275.0,-1.0,-1.0,1.0,7289.0,16757.1347656,1.0,1.0,7966.0,2.3,2.1
64.0,1232.0,1414.0,-1.0,-1.0,1.0,819.0,2646.2956543,1.0,1.0,1086.0,3.23,2.44
65.0,1275.0,1414.0,-1.0,-1.0,1.0,5775.0,14751.5498047,1.0,1.0,7289.0,2.55,2.02
66.0,1275.0,1422.0,-1.0,-1.0,1.0,1598.0,3848.61572266,1.0,1.0,1752.0,2.41,2.2
67.0,1285.0,1583.0,-1.0,-1.0,1.0,1550.0,3952.80639648,1.0,1.0,1689.0,2.55,2.34
68.0,1358.0,1424.0,-1.0,-1.0,1.0,402.0,1084.02355957,1.0,1.0,429.0,2.7,2.53
69.0,1358.0,1511.0,-1.0,-1.0,1.0,216.0,514.889038086,1.0,1.0,252.0,2.38,2.04
70.0,1393.0,1414.0,-1.0,-1.0,1.0,179.0,479.26449585,1.0,1.0,192.0,2.68,2.5
71.0,1393.0,1511.0,-1.0,-1.0,1.0,2033.0,4691.46484375,1.0,1.0,2156.0,2.31,2.18
72.0,1414.0,1422.0,-1.0,-1.0,1.0,5843.0,15495.0009766,1.0,1.0,6802.0,2.65,2.28
73.0,1414.0,1511.0,-1.0,-1.0,-15.0,8297.0,20292.0449219,1.0,1.0,9097.0,2.45,2.23
74.0,1414.0,2272.0,-1.0,-1.0,1.0,23487.0,81909.640625,1.0,1.0,36577.0,3.49,2.24
75.0,1422.0,2074.0,-1.0,-1.0,1.0,20771.0,43891.8867188,1.0,1.0,22340.0,2.11,1.96
76.0,1422.0,2272.0,-1.0,-1.0,1.0,25714.0,60495.796875,1.0,1.0,27919.0,2.35,2.17
77.0,1424.0,1511.0,-1.0,-1.0,-15.0,15618.0,48712.046875,1.0,0.0,24373.0,3.12,2.0
78.0,1424.0,1906.0,-1.0,-1.0,1.0,12674.0,23768.6484375,1.0,1.0,14255.0,1.88,1.67
79.0,1511.0,1906.0,-1.0,-1.0,-15.0,30709.0,81235.0,1.0,0.0,44009.0,2.65,1.85
80.0,1511.0,2272.0,-1.0,-1.0,-15.0,21345.0,128877.445312,1.0,0.0,58858.0,6.04,2.19
81.0,1583.0,1897.0,-1.0,-1.0,1.0,3256.0,8574.67578125,1.0,1.0,3754.0,2.63,2.28
82.0,1583.0,1906.0,-1.0,-1.0,1.0,3846.0,8591.61035156,1.0,1.0,4149.0,2.23,2.07
83.0,1583.0,1939.0,-1.0,-1.0,1.0,5542.0,16879.0605469,1.0,1.0,6918.0,3.05,2.44
84.0,1897.0,1906.0,-1.0,-1.0,1.0,608.0,1478.10888672,1.0,1.0,642.0,2.43,2.3
85.0,1897.0,1939.0,-1.0,-1.0,1.0,2151.0,5393.31054688,1.0,1.0,2385.0,2.51,2.26
86.0,1906.0,1939.0,-1.0,-1.0,-15.0,8457.0,20086.0488281,1.0,0.0,9485.0,2.38,2.12
87.0,1906.0,2272.0,-1.0,-1.0,-15.0,46433.0,227526.8125,1.0,0.0,111609.0,4.9,2.04
88.0,2074.0,2272.0,-1.0,-1.0,1.0,5277.0,18943.1191406,1.0,1.0,6687.0,3.59,2.83
# Linkage Mapper Version 2.0.0
# ---Run Settings---
# Project Directory: C:\XuhanResultNew05
