#link,coreId1,coreId2,cluster1,cluster2,linkType,eucDist,lcDist,eucAdj,cwdAdj,lcpLength,cwdToEucRatio,cwdToPathRatio
40.0,766.0,915.0,-1.0,-1.0,1.0,1071.0,2680.83642578,1.0,1.0,1150.0,2.5,2.33
41.0,790.0,915.0,-1.0,-1.0,-15.0,9016.0,28909.0625,1.0,0.0,12298.0,3.21,2.35
42.0,790.0,1239.0,-1.0,-1.0,-15.0,13366.0,42829.3046875,1.0,1.0,18969.0,3.2,2.26
43.0,790.0,1557.0,-1.0,-1.0,1.0,26524.0,55458.140625,1.0,1.0,30381.0,2.09,1.83
44.0,792.0,793.0,-1.0,-1.0,1.0,6924.0,17439.7167969,1.0,1.0,7375.0,2.52,2.36
45.0,792.0,990.0,-1.0,-1.0,1.0,1530.0,3397.7746582,1.0,1.0,1839.0,2.22,1.85
46.0,792.0,1062.0,-1.0,-1.0,1.0,3276.0,8075.18847656,1.0,1.0,3824.0,2.46,2.11
47.0,793.0,915.0,-1.0,-1.0,1.0,2457.0,12039.8808594,1.0,1.0,4571.0,4.9,2.63
48.0,793.0,1062.0,-1.0,-1.0,1.0,6684.0,16087.2197266,1.0,1.0,7110.0,2.41,2.26
49.0,793.0,1239.0,-1.0,-1.0,1.0,11567.0,29430.0644531,1.0,1.0,12714.0,2.54,2.31
50.0,793.0,1529.0,-1.0,-1.0,1.0,16396.0,37176.1835938,1.0,1.0,17832.0,2.27,2.08
51.0,860.0,901.0,-1.0,-1.0,1.0,5604.0,14142.1337891,1.0,1.0,6625.0,2.52,2.13
52.0,860.0,1031.0,-1.0,-1.0,1.0,4376.0,29103.4492188,0.0,1.0,11524.0,6.65,2.53
53.0,860.0,1053.0,-1.0,-1.0,1.0,835.0,2641.7746582,1.0,1.0,1133.0,3.16,2.33
54.0,901.0,1053.0,-1.0,-1.0,1.0,5735.0,13887.6816406,1.0,1.0,7342.0,2.42,1.89
55.0,901.0,1226.0,-1.0,-1.0,1.0,1634.0,3870.75537109,1.0,1.0,1921.0,2.37,2.01
56.0,915.0,1239.0,-1.0,-1.0,1.0,1546.0,3840.84985352,1.0,1.0,1657.0,2.48,2.32
57.0,990.0,1062.0,-1.0,-1.0,1.0,447.0,1142.59423828,1.0,1.0,649.0,2.56,1.76
58.0,990.0,1165.0,-1.0,-1.0,1.0,220.0,536.94140625,1.0,1.0,269.0,2.44,2.0
59.0,1031.0,1053.0,-1.0,-1.0,1.0,188.0,603.8984375,1.0,1.0,222.0,3.21,2.72
60.0,1031.0,1165.0,-1.0,-1.0,1.0,2055.0,4828.21289062,1.0,1.0,2199.0,2.35,2.2
61.0,1053.0,1165.0,-1.0,-1.0,-15.0,8333.0,21011.4921875,1.0,1.0,9150.0,2.52,2.3
62.0,1053.0,1226.0,-1.0,-1.0,1.0,5837.0,15259.03125,1.0,1.0,6894.0,2.61,2.21
63.0,1053.0,1866.0,-1.0,-1.0,1.0,26132.0,85231.1953125,1.0,0.0,36898.0,3.26,2.31
64.0,1062.0,1165.0,-1.0,-1.0,-15.0,15635.0,48732.4414062,1.0,0.0,24561.0,3.12,1.98
65.0,1062.0,1529.0,-1.0,-1.0,1.0,12675.0,23428.2480469,1.0,1.0,14265.0,1.85,1.64
66.0,1165.0,1529.0,-1.0,-1.0,-15.0,30722.0,80828.1953125,1.0,0.0,43966.0,2.63,1.84
67.0,1165.0,1866.0,-1.0,-1.0,-15.0,29549.0,131753.96875,1.0,0.0,53161.0,4.46,2.48
68.0,1226.0,1244.0,-1.0,-1.0,1.0,187.0,493.157196045,1.0,1.0,300.0,2.64,1.64
69.0,1226.0,1528.0,-1.0,-1.0,-15.0,4372.0,11667.4707031,1.0,1.0,4724.0,2.67,2.47
70.0,1226.0,1866.0,-1.0,-1.0,1.0,19434.0,50298.8359375,1.0,1.0,21211.0,2.59,2.37
71.0,1239.0,1520.0,-1.0,-1.0,1.0,3232.0,8565.80371094,1.0,1.0,3766.0,2.65,2.27
72.0,1239.0,1529.0,-1.0,-1.0,1.0,3827.0,8826.8125,1.0,1.0,4132.0,2.31,2.14
73.0,1239.0,1557.0,-1.0,-1.0,1.0,5553.0,16349.7548828,1.0,1.0,6961.0,2.94,2.35
74.0,1244.0,1528.0,-1.0,-1.0,1.0,2247.0,6195.38378906,1.0,1.0,2431.0,2.76,2.55
75.0,1244.0,1655.0,-1.0,-1.0,-15.0,7647.0,17012.2714844,1.0,0.0,8127.0,2.22,2.09
76.0,1520.0,1529.0,-1.0,-1.0,1.0,439.0,1073.76501465,1.0,1.0,499.0,2.45,2.15
77.0,1520.0,1557.0,-1.0,-1.0,1.0,2217.0,5811.50341797,1.0,1.0,2346.0,2.62,2.48
78.0,1528.0,1655.0,-1.0,-1.0,1.0,454.0,915.961242676,1.0,1.0,492.0,2.02,1.86
79.0,1528.0,1866.0,-1.0,-1.0,1.0,12117.0,32504.9765625,1.0,1.0,12752.0,2.68,2.55
80.0,1529.0,1557.0,-1.0,-1.0,-15.0,8480.0,20798.8027344,1.0,0.0,9426.0,2.45,2.21
81.0,1529.0,1866.0,-1.0,-1.0,-15.0,58533.0,230510.8125,1.0,0.0,105856.0,3.94,2.18
82.0,1655.0,1692.0,-1.0,-1.0,1.0,217.0,454.726257324,1.0,1.0,240.0,2.1,1.89
83.0,1655.0,1866.0,-1.0,-1.0,1.0,8915.0,24790.3007812,1.0,1.0,9627.0,2.78,2.58
84.0,1692.0,1866.0,-1.0,-1.0,1.0,5526.0,18948.7832031,1.0,1.0,6865.0,3.43,2.76
# Linkage Mapper Version 2.0.0
# ---Run Settings---
# Project Directory: C:\XuhanResultNew15
