#link,coreId1,coreId2,cluster1,cluster2,linkType,eucDist,lcDist,eucAdj,cwdAdj,lcpLength,cwdToEucRatio,cwdToPathRatio
37.0,951.0,1049.0,-1.0,-1.0,1.0,8113.0,17888.9589844,1.0,1.0,8693.0,2.2,2.06
38.0,951.0,1275.0,-1.0,-1.0,1.0,1422.0,3579.67529297,1.0,1.0,1502.0,2.52,2.38
39.0,951.0,1426.0,-1.0,-1.0,1.0,6628.0,14469.6533203,1.0,1.0,7190.0,2.18,2.01
40.0,970.0,972.0,-1.0,-1.0,1.0,661.0,1625.34423828,1.0,1.0,741.0,2.46,2.19
41.0,970.0,1195.0,-1.0,-1.0,1.0,6043.0,12071.9814453,1.0,1.0,6296.0,2.0,1.92
42.0,970.0,1342.0,-1.0,-1.0,1.0,10350.0,25000.6640625,1.0,0.0,12918.0,2.42,1.94
43.0,972.0,1148.0,-1.0,-1.0,1.0,4773.0,11567.1386719,1.0,1.0,5187.0,2.42,2.23
44.0,972.0,1195.0,-1.0,-1.0,1.0,6107.0,12341.828125,1.0,1.0,6640.0,2.02,1.86
45.0,981.0,1079.0,-1.0,-1.0,1.0,507.0,1352.55151367,1.0,1.0,569.0,2.67,2.38
46.0,981.0,1275.0,-1.0,-1.0,1.0,3985.0,8379.8203125,1.0,1.0,4245.0,2.1,1.97
47.0,1049.0,1148.0,-1.0,-1.0,1.0,8003.0,20796.4726562,1.0,1.0,9367.0,2.6,2.22
48.0,1049.0,1318.0,-1.0,-1.0,1.0,7145.0,18165.5058594,1.0,1.0,7749.0,2.54,2.34
49.0,1049.0,1426.0,-1.0,-1.0,1.0,3525.0,9088.90722656,1.0,1.0,4418.0,2.58,2.06
50.0,1065.0,1089.0,-1.0,-1.0,1.0,6792.0,17065.5917969,1.0,1.0,7313.0,2.51,2.33
51.0,1065.0,1205.0,-1.0,-1.0,1.0,1073.0,2539.85131836,1.0,1.0,1155.0,2.37,2.2
52.0,1065.0,1497.0,-1.0,-1.0,-15.0,8004.0,18137.2871094,1.0,1.0,8680.0,2.27,2.09
53.0,1065.0,1811.0,-1.0,-1.0,-15.0,24631.0,60620.3867188,1.0,1.0,27696.0,2.46,2.19
54.0,1079.0,1089.0,-1.0,-1.0,1.0,6969.0,16992.7285156,1.0,1.0,7337.0,2.44,2.32
55.0,1079.0,1275.0,-1.0,-1.0,1.0,1548.0,3350.35961914,1.0,1.0,1869.0,2.16,1.79
56.0,1079.0,1345.0,-1.0,-1.0,1.0,3297.0,7412.24462891,1.0,1.0,3735.0,2.25,1.98
57.0,1089.0,1205.0,-1.0,-1.0,1.0,2444.0,11658.7294922,1.0,1.0,4562.0,4.77,2.56
58.0,1089.0,1345.0,-1.0,-1.0,1.0,6711.0,16210.4501953,1.0,1.0,7123.0,2.42,2.28
59.0,1089.0,1497.0,-1.0,-1.0,1.0,11588.0,28365.4179688,1.0,1.0,12625.0,2.45,2.25
60.0,1089.0,1779.0,-1.0,-1.0,1.0,16066.0,35960.671875,1.0,1.0,17735.0,2.24,2.03
61.0,1148.0,1195.0,-1.0,-1.0,1.0,7230.0,16894.9882812,1.0,1.0,8016.0,2.34,2.11
62.0,1148.0,1318.0,-1.0,-1.0,1.0,4382.0,28311.7597656,1.0,1.0,11430.0,6.46,2.48
63.0,1148.0,1342.0,-1.0,-1.0,1.0,10859.0,26284.7890625,1.0,0.0,11767.0,2.42,2.23
64.0,1195.0,1342.0,-1.0,-1.0,1.0,1586.0,3872.39428711,1.0,1.0,1770.0,2.44,2.19
65.0,1205.0,1497.0,-1.0,-1.0,1.0,1552.0,3961.18017578,1.0,1.0,1669.0,2.55,2.37
66.0,1275.0,1345.0,-1.0,-1.0,1.0,401.0,1096.30834961,1.0,1.0,411.0,2.73,2.67
67.0,1275.0,1426.0,-1.0,-1.0,1.0,212.0,537.431274414,1.0,1.0,269.0,2.54,2.0
68.0,1318.0,1342.0,-1.0,-1.0,1.0,16848.0,46194.9921875,1.0,1.0,21641.0,2.74,2.13
69.0,1318.0,1426.0,-1.0,-1.0,1.0,2067.0,4790.76806641,1.0,1.0,2186.0,2.32,2.19
70.0,1318.0,2092.0,-1.0,-1.0,1.0,25128.0,105343.367188,1.0,0.0,48096.0,4.19,2.19
71.0,1342.0,1929.0,-1.0,-1.0,1.0,20767.0,43486.4765625,1.0,1.0,22446.0,2.09,1.94
72.0,1342.0,2092.0,-1.0,-1.0,1.0,25743.0,59997.9765625,1.0,1.0,27369.0,2.33,2.19
73.0,1345.0,1426.0,-1.0,-1.0,-15.0,15622.0,48998.3203125,1.0,0.0,24810.0,3.14,1.97
74.0,1345.0,1779.0,-1.0,-1.0,1.0,12674.0,23563.4667969,1.0,1.0,14280.0,1.86,1.65
75.0,1345.0,2092.0,-1.0,-1.0,-15.0,37610.0,194797.96875,1.0,0.0,92523.0,5.18,2.11
76.0,1426.0,2092.0,-1.0,-1.0,-15.0,20186.0,127951.125,1.0,0.0,58971.0,6.34,2.17
77.0,1497.0,1770.0,-1.0,-1.0,1.0,3238.0,8091.46533203,1.0,1.0,3590.0,2.5,2.25
78.0,1497.0,1779.0,-1.0,-1.0,1.0,3846.0,8700.23632812,1.0,1.0,4149.0,2.26,2.1
79.0,1497.0,1811.0,-1.0,-1.0,1.0,5541.0,15884.6630859,1.0,1.0,6943.0,2.87,2.29
80.0,1770.0,1779.0,-1.0,-1.0,1.0,590.0,1441.51306152,1.0,1.0,704.0,2.44,2.05
81.0,1770.0,1811.0,-1.0,-1.0,1.0,2173.0,5308.40136719,1.0,1.0,2428.0,2.44,2.19
82.0,1779.0,1811.0,-1.0,-1.0,-15.0,8501.0,19452.9550781,1.0,0.0,9485.0,2.29,2.05
83.0,1779.0,2092.0,-1.0,-1.0,-15.0,43144.0,227089.65625,1.0,0.0,111711.0,5.26,2.03
84.0,1929.0,2092.0,-1.0,-1.0,1.0,5277.0,19128.7402344,1.0,1.0,6618.0,3.62,2.89
# Linkage Mapper Version 2.0.0
# ---Run Settings---
# Project Directory: C:\XuhanResultNew00
