#link,coreId1,coreId2,cluster1,cluster2,linkType,eucDist,lcDist,eucAdj,cwdAdj,lcpLength,cwdToEucRatio,cwdToPathRatio
57.0,1135.0,1158.0,-1.0,-1.0,1.0,196.0,578.50579834,1.0,1.0,222.0,2.95,2.61
58.0,1135.0,1289.0,-1.0,-1.0,1.0,2021.0,4539.64111328,1.0,1.0,2144.0,2.25,2.12
59.0,1158.0,1289.0,-1.0,-1.0,-15.0,8296.0,19863.2832031,1.0,1.0,9139.0,2.39,2.17
60.0,1158.0,1354.0,-1.0,-1.0,1.0,5811.0,15363.0185547,1.0,1.0,6873.0,2.64,2.24
61.0,1158.0,2114.0,-1.0,-1.0,1.0,26122.0,85681.1953125,1.0,0.0,36876.0,3.28,2.32
62.0,1171.0,1289.0,-1.0,-1.0,-15.0,15639.0,48297.640625,1.0,0.0,24832.0,3.09,1.94
63.0,1171.0,1709.0,-1.0,-1.0,1.0,12654.0,22590.7578125,1.0,1.0,14280.0,1.79,1.58
64.0,1289.0,1709.0,-1.0,-1.0,-15.0,30737.0,79392.359375,1.0,0.0,44051.0,2.58,1.8
65.0,1289.0,2114.0,-1.0,-1.0,-15.0,29590.0,132222.515625,1.0,0.0,53187.0,4.47,2.49
66.0,1354.0,1377.0,-1.0,-1.0,1.0,155.0,492.544586182,1.0,1.0,330.0,3.18,1.49
67.0,1354.0,1708.0,-1.0,-1.0,1.0,4349.0,11685.2978516,1.0,1.0,4676.0,2.69,2.5
68.0,1354.0,2114.0,-1.0,-1.0,1.0,19356.0,50071.421875,1.0,1.0,21126.0,2.59,2.37
69.0,1368.0,1699.0,-1.0,-1.0,1.0,3225.0,8486.92871094,1.0,1.0,3746.0,2.63,2.27
70.0,1368.0,1709.0,-1.0,-1.0,1.0,3812.0,8680.53027344,1.0,1.0,4329.0,2.28,2.01
71.0,1368.0,1746.0,-1.0,-1.0,1.0,5559.0,16222.8291016,1.0,1.0,6923.0,2.92,2.34
72.0,1377.0,1708.0,-1.0,-1.0,1.0,2236.0,6208.91894531,1.0,1.0,2431.0,2.78,2.55
73.0,1377.0,1856.0,-1.0,-1.0,-15.0,7632.0,16598.65625,1.0,0.0,8184.0,2.17,2.03
74.0,1699.0,1709.0,-1.0,-1.0,1.0,470.0,1063.77929688,1.0,1.0,512.0,2.26,2.08
75.0,1699.0,1746.0,-1.0,-1.0,1.0,2235.0,5913.36083984,1.0,1.0,2389.0,2.65,2.48
76.0,1708.0,1856.0,-1.0,-1.0,1.0,444.0,897.875732422,1.0,1.0,504.0,2.02,1.78
77.0,1708.0,2114.0,-1.0,-1.0,1.0,12056.0,32313.71875,1.0,1.0,12719.0,2.68,2.54
78.0,1709.0,1746.0,-1.0,-1.0,-15.0,8459.0,20424.3710938,1.0,0.0,9395.0,2.41,2.17
79.0,1709.0,2114.0,-1.0,-1.0,-15.0,58542.0,228886.34375,1.0,0.0,105980.0,3.91,2.16
80.0,1856.0,1906.0,-1.0,-1.0,1.0,203.0,451.333496094,1.0,1.0,240.0,2.22,1.88
81.0,1856.0,2114.0,-1.0,-1.0,1.0,8850.0,24748.1484375,1.0,1.0,9559.0,2.8,2.59
82.0,1906.0,2114.0,-1.0,-1.0,1.0,5552.0,19263.3925781,1.0,1.0,6950.0,3.47,2.77
# Linkage Mapper Version 2.0.0
# ---Run Settings---
# Project Directory: C:\XuhanResultNew20
